Nombre,Descripción,Tipo de Plantilla,Localidad,Calidad,URL del Icono de Calidad,Descripción del Icono de Calidad,Accesible,URL del Icono de Accesibilidad,Descripción del Icono de Accesibilidad,Teléfono,Dirección,Marcas,Perfiles Turísticos,Diversidad functional física ,Diversidad functional visual ,Diversidad functional auditiva ,Diversidad functional intelectual ,Diversidad functional orgánica ,Buenas prácticas ,Email,WEB,Importancia,Sala de Reuniones,Club de Producto,Visita Guiada,Tienda,Actividades Gastronómicas,Surfing,Postal Code,Tipo,Duración,Tipo de Transporte,Inicio de Ruta,Agua,Paisaje,Gastronomía,Cultura,Pareja,Niños,Amigos,Buscable,Idiomas,100% Basque,Coordenadas GPS,LATWGS84,LONWGS84,Nombre lugar,Dirección,Municipio,Código municipio,Código postal,Provincia,Código provincia,País,Código país,Teléfono,Correo electrónico,Página web,URL amigable,URL física,XML datos,XML metadatos,Zip
Peñacerrada-Urizaharra,"Peñacerrada-Urizaharra es una villa de origen medieval, que se ubica en el límite f...",Localidades,Montoria; Peñacerrada-Urizaharra; Payueta/Pagoeta; Baroja-Zumentu | Baroja; Faido/Faidu; Loza,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peñacerrada-Urizaharra;Peñacerrada-Urizaharra;Peñacerrada-Urizaharra;Peñacerrada-Urizaharra;Peñacerrada-Urizaharra;Peñacerrada-Urizaharra,044;044;044;044;044;044,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/penacerrada-urizaharra/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007041_d2_rec_turismo/es_7041/7041-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007041_d2_rec_turismo/es_7041/data/7041_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007041_d2_rec_turismo/r01Index/0000007041_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007041_d2_rec_turismo/opendata/0000007041_d2_rec_turismo.zip
Oyón-Oion,El municipio de Oyón-Oion está situado al sur del territorio histórico de &A...,Localidades,Barriobusto/Gorrebusto; Labraza; Oyón-Oion,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oyón-Oion;Oyón-Oion;Oyón-Oion,043;043;043,,Araba/Álava;Araba/Álava;Araba/Álava,01;01;01,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/oyon-oion/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007081_d2_rec_turismo/es_7081/7081-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007081_d2_rec_turismo/es_7081/data/7081_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007081_d2_rec_turismo/r01Index/0000007081_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007081_d2_rec_turismo/opendata/0000007081_d2_rec_turismo.zip
Errigoiti,"En un enclave eminentemente rural, este municipio vizcaíno, cuenta con un amplio abanico d...",Localidades,Atxika-Errekalde | Diseminado; Errigoiti; Metxika; Elexalde-Olabarri,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Errigoiti;Errigoiti;Errigoiti;Errigoiti,079;079;079;079,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/errigoiti/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007143_d2_rec_turismo/es_7143/7143-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007143_d2_rec_turismo/es_7143/data/7143_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007143_d2_rec_turismo/r01Index/0000007143_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007143_d2_rec_turismo/opendata/0000007143_d2_rec_turismo.zip
Ribera Alta,Los accesos de Castilla hacia el mar tenían paso obligado por las tierras del municipio de...,Localidades,Antezana de la Ribera; Anuntzeta/Anúcita; Arbigano | Arbígano; Arreo; Artaza/Artatza; Barrón; Basquiñuelas; Caicedo-Sopeña; Castillo Sopeña; Escota/Axkoeta; Hereña; Lasierra; Leciñana de la Oca; Morillas; Nuvilla; Ormijana; Paúl; Pobes; San Miguel; Subija,,,,,,,,,Montes y Valles vascos,,,,,,,,,http://erriberagoitia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta;Erriberagoitia/Ribera Alta,046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046;046,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/ribera-alta/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007161_d2_rec_turismo/es_7161/7161-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007161_d2_rec_turismo/es_7161/data/7161_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007161_d2_rec_turismo/r01Index/0000007161_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007161_d2_rec_turismo/opendata/0000007161_d2_rec_turismo.zip
Ereño,"Esta anteiglesia de la Merindad de Busturia, es un municipio de configuración monta&ntilde...",Localidades,Basetxeta-Atxoste | Diseminado; Akorda-Bollar | Diseminado; Gabika | Diseminado; Elexalde-Zeeta,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ereño;Ereño;Ereño;Ereño,033;033;033;033,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/ereno/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007162_d2_rec_turismo/es_7162/7162-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007162_d2_rec_turismo/es_7162/data/7162_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007162_d2_rec_turismo/r01Index/0000007162_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007162_d2_rec_turismo/opendata/0000007162_d2_rec_turismo.zip
Ermua,Ermua se sitúa en el extremo oriental de la comarca vizcaína del Duranguesado y lin...,Localidades,Ermua,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1866423,-2.5026072",43.1866423,-2.5026072,,,Ermua,034,,Bizkaia,48,España,108,,,,https://turismoa.euskadi.eus/es/localidades/ermua/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007163_d2_rec_turismo/es_7163/7163-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007163_d2_rec_turismo/es_7163/data/7163_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007163_d2_rec_turismo/r01Index/0000007163_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007163_d2_rec_turismo/opendata/0000007163_d2_rec_turismo.zip
Eskoriatza,"Enclavado en el valle de Leniz, Eskoriatza es un pequeño municipio del Alto Deba que ofrec...",Localidades,Mazmela | Diseminado; Mendiola | Diseminado; Marin | Diseminado; Gellao | Diseminado; Eskoriatza; Zarimutz | Diseminado; Apotzaga | Diseminado; Bolibar | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eskoriatza;Eskoriatza;Eskoriatza;Eskoriatza;Eskoriatza;Eskoriatza;Eskoriatza;Eskoriatza,034;034;034;034;034;034;034;034,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/eskoriatza/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007181_d2_rec_turismo/es_7181/7181-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007181_d2_rec_turismo/es_7181/data/7181_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007181_d2_rec_turismo/r01Index/0000007181_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007181_d2_rec_turismo/opendata/0000007181_d2_rec_turismo.zip
Ezkio,"En un paraje bastante montañoso, bajo el resguardo del monte Izazpi y rodeado de caser&iac...",Localidades,Aratz-Matxinbenta | Diseminado; Itsaso; Anduaga (Santa Lutzia); Mandubia | Diseminado; Ezkio; Itsaso Alegia,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ezkio-Itsaso;Ezkio-Itsaso;Ezkio-Itsaso;Ezkio-Itsaso;Ezkio-Itsaso;Ezkio-Itsaso,035;035;035;035;035;035,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/ezkio-itsaso/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007201_d2_rec_turismo/es_7201/7201-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007201_d2_rec_turismo/es_7201/data/7201_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007201_d2_rec_turismo/r01Index/0000007201_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007201_d2_rec_turismo/opendata/0000007201_d2_rec_turismo.zip
Gabiria,"Pequeño pueblo rural, situado en una de las partes más altas del Goierri. Desde Gab...",Localidades,Gabiria; Aztiria | Diseminado; Alegia | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabiria;Gabiria;Gabiria,038;038;038,,Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/gabiria/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007202_d2_rec_turismo/es_7202/7202-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007202_d2_rec_turismo/es_7202/data/7202_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007202_d2_rec_turismo/r01Index/0000007202_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007202_d2_rec_turismo/opendata/0000007202_d2_rec_turismo.zip
Ribera Baja/Erriberabeitia,"Dentro de la Cuadrilla de Añana se hace hueco este municipio alavés, de orograf&iac...",Localidades,Quintanilla de la Ribera; Melledes; Ribaguda; Ribabellosa; Manzanos; Igai,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ribera Baja/Erriberabeitia;Ribera Baja/Erriberabeitia;Ribera Baja/Erriberabeitia;Ribera Baja/Erriberabeitia;Ribera Baja/Erriberabeitia;Ribera Baja/Erriberabeitia,047;047;047;047;047;047,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/ribera-baja-erriberabeitia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007203_d2_rec_turismo/es_7203/7203-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007203_d2_rec_turismo/es_7203/data/7203_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007203_d2_rec_turismo/r01Index/0000007203_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007203_d2_rec_turismo/opendata/0000007203_d2_rec_turismo.zip
Etxebarri,"A las faldas de la sierra Ganguren(474 m.) y muy próxima a la capital vizcaína, se ...",Localidades,Legizamon; Kukullaga; Doneztebe,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etxebarri;Etxebarri;Etxebarri,029;029;029,,Bizkaia;Bizkaia;Bizkaia,48;48;48,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/etxebarri/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007221_d2_rec_turismo/es_7221/7221-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007221_d2_rec_turismo/es_7221/data/7221_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007221_d2_rec_turismo/r01Index/0000007221_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007221_d2_rec_turismo/opendata/0000007221_d2_rec_turismo.zip
Forua,"Sobre la margen izquierda del río Oca, en el espectacular marco que ofrece la Reserva de l...",Localidades,Elexalde Forua; Baldatika,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forua;Forua,906;906,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/forua/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007241_d2_rec_turismo/es_7241/7241-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007241_d2_rec_turismo/es_7241/data/7241_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007241_d2_rec_turismo/r01Index/0000007241_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007241_d2_rec_turismo/opendata/0000007241_d2_rec_turismo.zip
Samaniego,"Situado al sur del territorio histórico de Álava, Samaniego se encuentra a los pies...",Localidades,Samaniego,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.569853,-2.680179",42.569853,-2.680179,,,Samaniego,052,,Araba/Álava,01,España,108,,,,https://turismoa.euskadi.eus/es/localidades/samaniego/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007242_d2_rec_turismo/es_7242/7242-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007242_d2_rec_turismo/es_7242/data/7242_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007242_d2_rec_turismo/r01Index/0000007242_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007242_d2_rec_turismo/opendata/0000007242_d2_rec_turismo.zip
Etxebarria,"En un entorno rodeado de montes y estrechos valles, al pie del monte Kalamua y atravesada por el ...",Localidades,Erbera; Galartza | Diseminado; Aulesti | Diseminado; Altzaa | Diseminado; Unamuntzaga | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etxebarria;Etxebarria;Etxebarria;Etxebarria;Etxebarria,030;030;030;030;030,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/etxebarria/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007281_d2_rec_turismo/es_7281/7281-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007281_d2_rec_turismo/es_7281/data/7281_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007281_d2_rec_turismo/r01Index/0000007281_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007281_d2_rec_turismo/opendata/0000007281_d2_rec_turismo.zip
Getaria,"Getaria ha sido, tradicionalmente, un pueblo de pescadores y de grandes navegantes como Juan Seba...",Localidades,Getaria; Meaga | Diseminado; San Prudentzio | Diseminado; Askizu | Diseminado; Eitzaga | Diseminado,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getaria;Getaria;Getaria;Getaria;Getaria,039;039;039;039;039,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/getaria/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007301_d2_rec_turismo/es_7301/7301-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007301_d2_rec_turismo/es_7301/data/7301_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007301_d2_rec_turismo/r01Index/0000007301_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007301_d2_rec_turismo/opendata/0000007301_d2_rec_turismo.zip
Gaintza,Gaintza es un pequeño municipio rural y acogedor a las faldas del monte Txindoki. Lo forma...,Localidades,Gaintza | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0526286,-2.1323701",43.0526286,-2.1323701,,,Gaintza,037,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/gaintza/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007302_d2_rec_turismo/es_7302/7302-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007302_d2_rec_turismo/es_7302/data/7302_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007302_d2_rec_turismo/r01Index/0000007302_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007302_d2_rec_turismo/opendata/0000007302_d2_rec_turismo.zip
Hondarribia,"Bañado por las aguas del mar Cantábrico, Hondarribia se halla al nordeste del terri...",Localidades,Gornutz (Montaña) | Diseminado; Portua; Jaitzubia; Akartegi; Arkolla | Diseminado; Zimizarga; Amute-Kosta,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hondarribia;Hondarribia;Hondarribia;Hondarribia;Hondarribia;Hondarribia;Hondarribia;Hondarribia,036;036;036;036;036;036;036;036,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/hondarribia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007321_d2_rec_turismo/es_7321/7321-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007321_d2_rec_turismo/es_7321/data/7321_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007321_d2_rec_turismo/r01Index/0000007321_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007321_d2_rec_turismo/opendata/0000007321_d2_rec_turismo.zip
San Millán,"Dentro de la cuadrilla de Salvatierra se esconde este municipio alavés, eminentemente rura...",Localidades,Okariz; Narbaiza; Munain; Mezkia; Luzuriaga; Galarreta; Eguilaz/Egilatz; Txintxetru; Axpuru; Adana; Ordoñana/Erdoñana; Zuazo de San Millán/Zuhatzu Donemiliaga; Bikuña; Ullibarri-Jauregi/Uribarri-Jauregi; Durruma/San Román de San Millán,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga;San Millán/Donemiliaga,053;053;053;053;053;053;053;053;053;053;053;053;053;053;053,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/san-millan/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007341_d2_rec_turismo/es_7341/7341-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007341_d2_rec_turismo/es_7341/data/7341_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007341_d2_rec_turismo/r01Index/0000007341_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007341_d2_rec_turismo/opendata/0000007341_d2_rec_turismo.zip
Gaztelu,"Situada en plena naturaleza, esta localidad de la comarca de Tolosaldea, se encuentra rodeada de ...",Localidades,,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1165792,-2.0222784",43.1165792,-2.0222784,,,Gaztelu,907,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/gaztelu/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007362_d2_rec_turismo/es_7362/7362-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007362_d2_rec_turismo/es_7362/data/7362_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007362_d2_rec_turismo/r01Index/0000007362_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007362_d2_rec_turismo/opendata/0000007362_d2_rec_turismo.zip
Urkabustaiz,"Este municipio está formado por los dos Urkaerria y Bustaiz, dos antiguas comunidades que ...",Localidades,Abezia; Uzkiano; Untza-Apregindana | Untza; Oiardo; Larrazkueta; Izarra; Inoso; Goiuri-Ondona; Beluntza; Abornikano,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz;Urkabustaiz,054;054;054;054;054;054;054;054;054;054,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/urkabustaiz/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000007363_d2_rec_turismo/es_7363/7363-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007363_d2_rec_turismo/es_7363/data/7363_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007363_d2_rec_turismo/r01Index/0000007363_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000007363_d2_rec_turismo/opendata/0000007363_d2_rec_turismo.zip
